message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.548613])";"30";"turtlesim3.sim";"1699873231.335385763";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.548613])";"30";"turtlesim2.sim";"1699873231.329446580";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.556021])";"30";"turtlesim1.sim";"1699873231.328523426";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.541205])";"30";"turtlesim3.sim";"1699873231.319169213";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.541205])";"30";"turtlesim2.sim";"1699873231.312716001";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.548613])";"30";"turtlesim1.sim";"1699873231.312747739";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.533797])";"30";"turtlesim3.sim";"1699873231.302854443";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.541205])";"30";"turtlesim1.sim";"1699873231.297026912";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.533797])";"30";"turtlesim2.sim";"1699873231.297038541";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.526388])";"30";"turtlesim3.sim";"1699873231.287493987";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.526388])";"30";"turtlesim2.sim";"1699873231.281585845";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.533797])";"30";"turtlesim1.sim";"1699873231.280502489";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.518980])";"30";"turtlesim3.sim";"1699873231.271246943";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.518980])";"30";"turtlesim2.sim";"1699873231.264941787";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.526388])";"30";"turtlesim1.sim";"1699873231.264887462";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.511572])";"30";"turtlesim3.sim";"1699873231.254986954";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.511572])";"30";"turtlesim2.sim";"1699873231.249568571";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.518980])";"30";"turtlesim1.sim";"1699873231.248457007";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.504163])";"30";"turtlesim3.sim";"1699873231.238757760";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.504163])";"30";"turtlesim2.sim";"1699873231.233182717";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.511572])";"30";"turtlesim1.sim";"1699873231.232793063";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.496755])";"30";"turtlesim3.sim";"1699873231.223480983";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.496755])";"30";"turtlesim2.sim";"1699873231.216830587";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.504163])";"30";"turtlesim1.sim";"1699873231.216208158";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.489347])";"30";"turtlesim3.sim";"1699873231.207226305";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.489347])";"30";"turtlesim2.sim";"1699873231.201059357";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.496755])";"30";"turtlesim1.sim";"1699873231.200570378";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.481938])";"30";"turtlesim3.sim";"1699873231.190849470";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.481938])";"30";"turtlesim2.sim";"1699873231.185539024";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.489347])";"30";"turtlesim1.sim";"1699873231.185087170";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.474530])";"30";"turtlesim3.sim";"1699873231.175503377";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.474530])";"30";"turtlesim2.sim";"1699873231.169258552";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.481938])";"30";"turtlesim1.sim";"1699873231.168632076";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.467122])";"30";"turtlesim3.sim";"1699873231.159158550";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.467122])";"30";"turtlesim2.sim";"1699873231.153538941";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.474530])";"30";"turtlesim1.sim";"1699873231.152835181";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.459713])";"30";"turtlesim3.sim";"1699873231.142680579";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.459713])";"30";"turtlesim2.sim";"1699873231.137160699";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.467122])";"30";"turtlesim1.sim";"1699873231.136560923";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.113592, y=9.452305])";"30";"turtlesim3.sim";"1699873231.127141331";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.459713])";"30";"turtlesim1.sim";"1699873231.121228186";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.113592, y=9.452305])";"30";"turtlesim2.sim";"1699873231.121199359";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.113592, y=9.452305])";"30";"turtlesim1.sim";"1699873231.105135130";"./src/turtle.cpp:update:260"
